GEO_ID,PCT_total_households_with_Device,PCT_total_households_with_Desktop,PCT_total_households_with_NO,PCT_total_households_with_Smartphone,PCT_total_households_with_NO2,PCT_total_households_with_Portable,PCT_total_households_with_NO3,PCT_total_households_with_Other,PCT_total_households_with_NO4,PCT_total_households_No_Device,PCT_total_households_with_SUB,PCT_total_households_with_DU,PCT_total_households_with_Broadband,PCT_total_households_with_Cellular,PCT_total_households_with_Cell_NO,PCT_total_households_with_Cable,PCT_total_households_with_SAT,PCT_total_households_without_SUB
0500000US26025,91.1,69.5,6.3,79.5,15.1,51.8,1.5,1.1,0.1,8.9,83.8,0.3,83.6,75.0,22.7,55.2,7.0,16.2
0500000US26037,91.8,81.0,4.3,84.1,6.5,61.6,0.9,1.9,0.0,8.2,87.0,0.5,86.6,63.7,12.6,66.9,8.5,13.0
0500000US26045,93.7,78.6,5.3,84.8,8.5,64.5,0.5,3.1,0.0,6.3,87.8,0.4,87.5,74.2,13.2,66.0,12.3,12.2
0500000US26049,87.6,69.3,4.6,78.7,10.7,55.4,1.7,1.9,0.0,12.4,80.6,0.3,80.3,64.9,9.7,68.1,3.8,19.4
0500000US26055,94.1,83.4,6.4,84.3,5.8,69.7,0.6,1.9,0.0,5.9,86.5,0.2,86.2,77.7,11.8,71.2,3.5,13.5
0500000US26065,94.3,81.2,3.9,86.3,7.7,64.1,1.3,3.1,0.0,5.7,84.0,0.1,83.8,74.7,8.4,71.3,6.9,16.0
0500000US26073,92.0,76.4,4.0,83.9,8.2,59.6,1.7,3.1,0.1,8.0,79.2,0.3,78.9,64.8,13.7,59.2,11.3,20.8
0500000US26075,89.8,70.1,4.8,79.7,13.2,55.1,2.0,1.7,0.0,10.2,83.6,0.3,83.3,74.0,16.2,63.2,6.0,16.4
0500000US26077,92.7,80.4,4.7,84.1,6.3,65.9,1.4,1.6,0.0,7.3,89.5,0.7,88.8,80.7,11.2,73.9,5.6,10.5
0500000US26081,93.0,78.7,4.0,85.3,8.3,65.5,1.3,1.8,0.0,7.0,87.7,0.2,87.5,79.0,10.6,73.7,6.3,12.3
0500000US26087,89.9,75.0,6.4,79.0,9.5,59.5,1.9,1.3,0.1,10.1,84.4,0.7,83.7,74.1,17.0,56.4,10.3,15.6
0500000US26091,90.4,72.5,5.5,80.3,9.6,61.7,1.3,2.3,0.0,9.6,82.9,0.3,82.6,74.8,15.1,59.6,7.6,17.1
0500000US26093,95.9,86.6,4.9,88.5,5.4,70.9,0.8,2.7,0.0,4.1,90.8,0.1,90.7,82.5,7.2,78.7,7.6,9.2
0500000US26099,92.2,77.8,4.5,84.3,8.6,62.8,0.8,2.1,0.0,7.8,88.7,0.2,88.5,80.3,12.1,74.0,5.1,11.3
0500000US26103,88.2,78.7,7.1,74.4,4.8,59.6,1.5,2.4,0.0,11.8,82.1,0.1,82.1,68.3,10.5,66.6,5.4,17.9
0500000US26111,87.8,76.0,3.1,79.2,6.8,63.6,0.9,2.2,0.1,12.2,82.7,0.0,82.7,75.7,15.1,62.5,7.7,17.3
0500000US26115,90.9,76.8,5.6,80.0,7.0,66.7,1.6,1.8,0.0,9.1,84.1,0.2,83.9,69.8,9.1,68.2,7.3,15.9
0500000US26121,90.4,68.3,5.6,79.9,14.8,55.3,1.2,2.5,0.0,9.6,83.6,0.7,82.9,73.3,17.9,61.1,5.3,16.4
0500000US26125,93.6,84.3,3.6,87.0,5.3,69.1,0.7,2.5,0.0,6.4,90.3,0.1,90.2,79.8,7.8,79.2,5.9,9.7
0500000US26139,94.0,83.4,4.0,86.6,6.7,68.0,0.4,1.9,0.0,6.0,88.8,0.3,88.5,80.0,11.7,73.1,4.7,11.2
0500000US26145,88.1,69.3,5.8,77.9,10.2,56.9,1.3,2.3,0.0,11.9,83.1,0.4,82.7,66.6,14.2,63.7,7.0,16.9
0500000US26147,89.9,73.8,4.6,81.3,10.3,60.1,1.2,1.5,0.0,10.1,85.5,0.2,85.3,77.0,15.4,63.2,8.7,14.5
0500000US26155,91.7,70.7,5.1,82.0,15.5,55.3,1.1,1.4,0.3,8.3,83.3,0.2,83.1,60.6,16.2,59.0,10.0,16.7
0500000US26159,90.4,74.9,4.8,79.7,9.1,59.2,1.7,2.3,0.0,9.6,82.8,0.5,82.3,72.3,21.4,52.8,8.6,17.2
0500000US26161,96.0,88.0,3.1,90.2,4.2,68.6,0.5,2.4,0.0,4.0,91.7,0.1,91.7,85.6,7.8,80.9,5.3,8.3
0500000US26163,89.5,68.4,4.3,82.0,13.8,55.2,1.1,2.4,0.0,10.5,79.2,0.3,78.9,66.9,13.4,62.9,5.3,20.8
0500000US27003,94.8,85.0,4.2,87.4,4.4,69.8,0.9,1.9,0.0,5.2,91.8,0.5,91.3,83.0,15.8,72.8,5.6,8.2
0500000US27013,93.7,83.5,4.7,86.2,5.6,54.8,0.9,3.2,0.0,6.3,88.7,0.1,88.6,72.1,10.5,74.9,5.1,11.3
0500000US27019,95.6,87.8,2.5,90.6,4.4,79.0,0.4,4.0,0.0,4.4,91.8,0.1,91.8,87.8,8.3,79.6,7.1,8.2
0500000US27037,95.9,87.1,3.4,89.1,3.5,74.5,1.2,2.7,0.0,4.1,92.5,0.1,92.4,85.6,7.1,83.2,4.7,7.5
0500000US27053,94.7,85.5,4.1,88.0,5.5,67.0,0.8,3.0,0.0,5.3,88.8,0.2,88.6,79.3,7.5,78.7,4.6,11.2
0500000US27109,93.4,82.7,4.2,86.0,6.6,68.3,1.2,2.4,0.0,6.6,87.2,0.5,86.7,79.4,10.0,73.7,5.0,12.8
0500000US27123,92.9,80.7,4.7,84.7,6.7,63.8,1.0,2.4,0.1,7.1,88.4,0.5,87.9,79.3,11.9,73.4,4.6,11.6
0500000US27131,89.8,78.1,7.3,80.3,5.9,62.3,0.2,1.4,0.0,10.2,86.0,0.2,85.8,77.8,12.2,68.8,6.0,14.0
0500000US27137,88.0,72.5,5.4,77.8,9.2,57.0,1.5,1.6,0.0,12.0,81.8,0.7,81.1,72.2,14.8,59.8,11.3,18.2
0500000US27139,96.2,89.4,2.2,91.2,4.2,74.9,0.6,2.8,0.0,3.8,93.2,0.2,93.0,89.0,8.0,82.1,7.9,6.8
0500000US27141,95.8,83.7,3.3,90.1,8.2,66.4,0.2,1.5,0.0,4.2,92.9,0.7,92.2,86.7,14.6,72.4,8.7,7.1
0500000US27145,91.9,75.6,5.5,83.2,9.2,63.2,0.8,1.8,0.0,8.1,84.3,0.4,83.9,74.8,10.8,66.2,7.0,15.7
0500000US27163,94.6,86.8,3.2,88.7,3.5,73.0,0.6,2.9,0.0,5.4,92.5,0.4,92.1,84.2,8.7,80.2,6.1,7.5
0500000US27171,91.6,79.2,4.2,85.2,6.9,62.9,0.4,2.8,0.0,8.4,89.1,0.3,88.8,81.1,14.7,70.3,8.5,10.9
0500000US28033,94.5,76.9,1.9,89.0,11.2,67.0,1.0,2.5,0.0,5.5,90.3,0.1,90.2,85.7,16.9,69.6,8.5,9.7
0500000US28035,84.9,63.5,3.4,77.5,11.8,55.0,0.5,3.2,0.0,15.1,78.1,0.0,78.1,67.5,21.2,51.9,5.5,21.9
0500000US28047,91.9,68.8,2.5,86.0,17.2,57.3,1.3,2.7,0.0,8.1,83.8,0.2,83.5,75.1,15.5,61.2,9.9,16.2
0500000US28049,89.3,65.6,3.5,83.3,16.5,52.3,0.7,1.5,0.0,10.7,82.2,0.1,82.1,77.1,20.4,58.7,5.5,17.8
0500000US28059,91.9,71.2,3.2,87.1,11.8,62.5,0.5,1.6,0.0,8.1,84.5,0.7,83.7,79.9,17.3,60.7,13.4,15.5
0500000US28067,90.2,54.3,3.1,84.4,27.0,49.9,0.9,1.3,0.0,9.8,62.7,0.0,62.6,46.0,18.1,38.5,6.5,37.3
0500000US28075,86.6,65.9,2.4,80.9,12.3,55.7,1.0,2.6,0.0,13.4,80.8,0.3,80.6,75.1,22.5,55.3,6.8,19.2
0500000US28081,87.0,59.8,4.6,79.9,18.9,49.6,0.6,1.4,0.0,13.0,77.2,0.2,77.0,68.5,26.4,46.6,9.3,22.8
0500000US28089,96.0,84.4,4.0,89.7,7.2,70.0,0.6,2.3,0.0,4.0,93.2,0.0,93.2,88.8,13.9,73.6,10.2,6.8
0500000US28121,92.8,79.7,3.6,87.2,7.9,66.2,1.3,2.2,0.0,7.2,82.8,0.2,82.5,75.3,12.0,60.1,12.7,17.2
0500000US29019,95.7,83.5,3.0,89.7,5.6,66.0,1.1,3.1,0.0,4.3,84.8,0.6,84.3,78.4,6.3,74.6,6.4,15.2
0500000US29021,91.5,69.0,4.7,83.7,16.0,54.2,1.4,1.1,0.0,8.5,84.0,0.4,83.6,76.1,18.2,57.1,10.8,16.0
0500000US29031,91.2,77.6,3.8,84.7,8.7,62.9,0.7,1.0,0.0,8.8,86.3,0.3,86.0,79.7,17.9,63.0,5.6,13.7
0500000US29037,93.9,81.2,4.4,85.1,7.4,69.5,1.2,2.4,0.0,6.1,86.8,0.0,86.8,79.0,10.8,69.4,10.0,13.2
0500000US29043,91.9,76.2,2.5,87.3,10.3,65.7,1.2,1.7,0.0,8.1,83.7,0.4,83.3,76.0,16.4,58.9,10.2,16.3
0500000US29047,95.4,81.3,3.9,88.5,7.7,68.4,1.3,1.6,0.0,4.6,89.5,0.2,89.3,81.9,9.7,75.1,6.6,10.5
0500000US29051,93.7,77.4,4.4,85.8,11.4,59.9,1.3,1.4,0.0,6.3,73.0,0.4,72.6,65.7,12.6,54.4,7.5,27.0
0500000US29071,90.9,76.7,5.5,82.2,8.5,58.7,1.3,1.7,0.0,9.1,83.9,0.4,83.6,74.4,18.6,53.6,12.8,16.1
0500000US29077,86.9,72.6,4.0,79.3,8.8,57.9,1.6,10.4,0.0,13.1,75.1,0.3,74.8,66.5,16.8,52.3,9.8,24.9
0500000US29095,92.5,76.1,4.4,85.5,10.6,59.0,0.7,1.9,0.0,7.5,84.9,0.2,84.7,77.5,14.0,68.1,5.9,15.1
0500000US29097,88.7,66.6,5.1,80.8,12.1,55.7,1.3,1.3,0.0,11.3,83.2,0.5,82.7,77.5,24.6,52.8,7.9,16.8
0500000US29099,94.7,80.2,4.3,86.9,7.0,67.6,1.1,2.0,0.1,5.3,88.8,0.1,88.7,82.7,14.0,65.6,13.6,11.2
0500000US29165,96.9,82.1,4.0,91.2,8.3,71.1,0.3,1.6,0.0,3.1,92.8,0.3,92.6,85.9,12.1,76.5,7.4,7.2
0500000US29183,95.4,87.1,3.8,88.9,5.1,70.9,0.6,2.5,0.0,4.6,92.5,0.1,92.4,84.6,8.2,80.7,9.0,7.5
0500000US29187,85.1,67.4,2.8,80.5,8.1,54.8,0.5,1.9,0.0,14.9,83.9,0.2,83.6,75.9,17.2,59.2,8.0,16.1
0500000US29189,92.9,80.2,3.8,85.9,6.1,68.0,0.9,2.8,0.0,7.1,89.5,0.1,89.4,80.1,10.2,76.1,7.7,10.5
0500000US29510,87.1,64.7,4.6,79.6,15.0,50.6,1.3,1.6,0.1,12.9,77.0,0.0,77.0,69.1,12.5,61.8,4.7,23.0
0500000US30013,86.8,69.8,4.9,77.0,9.1,61.0,1.3,2.1,0.0,13.2,80.2,0.4,79.7,70.6,6.4,69.7,5.5,19.8
0500000US30029,90.9,81.6,8.1,78.9,5.1,54.4,1.6,2.2,0.0,9.1,87.2,1.1,86.1,71.8,13.2,68.6,6.3,12.8
0500000US30031,94.7,87.9,4.1,89.3,4.3,69.7,0.3,2.3,0.0,5.3,89.2,0.0,89.2,81.8,12.8,68.4,9.6,10.8
0500000US30049,89.5,80.4,4.9,80.8,6.0,60.5,1.0,1.8,0.0,10.5,83.8,0.0,83.8,72.8,8.4,68.4,8.2,16.2
0500000US30063,95.1,85.7,4.9,86.5,4.2,66.7,1.0,3.5,0.0,4.9,91.6,0.1,91.5,81.8,9.6,76.2,7.6,8.4
0500000US30111,90.9,77.8,5.1,81.2,6.4,65.4,1.2,2.2,0.1,9.1,84.6,0.5,84.1,73.6,9.1,70.7,8.8,15.4
0500000US31055,92.6,79.7,4.6,84.5,7.4,66.0,1.2,2.3,0.0,7.4,88.2,0.2,88.0,80.3,10.6,75.9,3.6,11.8
0500000US31109,94.2,83.0,4.6,86.7,5.6,66.0,1.0,1.9,0.0,5.8,89.7,0.2,89.5,82.7,7.8,79.0,4.8,10.3
0500000US31153,95.5,85.8,3.3,89.8,5.8,71.9,0.8,2.4,0.0,4.5,92.0,0.3,91.7,85.7,8.1,81.9,4.9,8.0
0500000US32003,93.5,79.0,3.6,87.7,9.4,62.8,0.6,2.1,0.0,6.5,85.6,0.2,85.4,78.3,9.8,73.3,7.4,14.4
0500000US32031,94.8,82.5,4.3,88.1,6.9,66.6,0.7,7.8,0.0,5.2,88.5,0.2,88.4,76.8,10.8,74.8,8.4,11.5
0500000US33005,89.9,79.0,7.8,75.7,6.2,59.6,1.6,1.3,0.0,10.1,85.5,0.9,84.6,64.0,5.0,74.6,7.5,14.5
0500000US33009,92.0,82.4,8.3,76.7,4.4,65.0,1.2,1.4,0.0,8.0,82.5,0.5,81.9,60.0,6.0,72.1,5.5,17.5
0500000US33011,94.6,83.6,4.6,86.2,5.0,69.2,0.8,2.0,0.0,5.4,90.9,0.5,90.3,79.3,8.3,79.8,2.1,9.1
0500000US33013,94.1,86.3,7.9,81.6,3.6,68.3,0.7,4.7,0.1,5.9,91.3,0.9,90.5,76.6,6.6,82.0,3.6,8.7
0500000US33015,95.9,88.5,5.4,86.3,3.3,71.8,0.9,2.3,0.0,4.1,92.9,0.2,92.7,83.6,7.5,84.2,2.1,7.1
0500000US33017,93.3,85.2,4.5,82.7,4.2,66.6,1.0,4.3,0.0,6.7,86.5,0.0,86.5,78.4,8.2,76.4,4.8,13.5
0500000US34001,93.7,78.5,5.1,85.6,9.4,61.2,0.8,3.2,0.0,6.3,87.4,0.2,87.1,74.7,10.8,74.6,3.9,12.6
0500000US34003,93.6,84.7,3.5,87.4,4.7,68.9,1.1,1.8,0.0,6.4,90.4,0.2,90.2,79.9,7.6,81.9,2.4,9.6
0500000US34005,93.9,84.7,4.5,85.5,5.4,69.2,0.8,3.9,0.0,6.1,89.8,0.4,89.4,80.6,7.4,80.7,3.3,10.2
0500000US34007,91.6,76.8,4.8,83.2,8.8,63.8,1.0,2.7,0.0,8.4,85.9,0.3,85.7,77.9,9.5,75.1,3.6,14.1
0500000US34009,93.0,84.9,7.5,81.5,3.4,64.2,1.3,3.1,0.0,7.0,87.3,0.0,87.3,72.5,7.5,78.1,2.7,12.7
0500000US34011,89.2,73.6,5.1,78.2,7.4,60.9,2.8,2.1,0.0,10.8,83.6,0.5,83.1,65.5,9.6,70.9,4.4,16.4
0500000US34013,91.9,73.6,3.3,86.1,11.7,61.1,0.7,1.8,0.0,8.1,84.6,0.2,84.4,77.6,10.0,71.7,3.6,15.4
0500000US34015,93.8,84.3,5.0,86.1,5.7,69.1,0.6,2.6,0.0,6.2,91.2,0.1,91.1,83.2,8.7,81.2,2.6,8.8
0500000US34017,93.4,80.6,2.3,89.4,8.8,60.3,0.7,2.5,0.0,6.6,88.6,0.1,88.4,83.2,12.0,75.2,3.1,11.4
0500000US34019,95.4,89.3,4.3,88.5,2.7,77.1,0.5,2.1,0.0,4.6,92.7,0.4,92.4,85.0,8.9,80.8,5.2,7.3
0500000US34021,93.6,80.4,4.7,85.8,8.7,62.6,0.7,1.6,0.0,6.4,85.5,0.1,85.4,78.1,7.6,76.5,2.7,14.5
0500000US34023,94.2,82.7,4.1,87.2,6.2,68.4,1.0,2.3,0.0,5.8,89.7,0.2,89.5,82.5,7.7,80.5,3.4,10.3
0500000US34025,93.9,85.5,4.3,86.6,3.6,74.1,0.9,3.0,0.0,6.1,90.1,0.2,89.9,84.0,8.8,79.9,3.3,9.9
0500000US34027,94.7,89.3,4.5,87.0,2.6,73.1,0.9,2.8,0.0,5.3,92.7,0.2,92.5,84.8,6.3,85.1,2.7,7.3
0500000US34029,89.9,80.6,8.2,77.0,3.9,61.0,1.2,2.7,0.0,10.1,83.3,0.4,82.9,73.7,7.1,73.8,3.8,16.7
0500000US34031,92.4,75.1,2.6,87.6,11.4,59.3,0.6,1.8,0.0,7.6,84.9,0.0,84.9,78.9,11.0,72.6,11.8,15.1
0500000US34033,92.0,74.7,4.2,84.9,11.2,59.4,0.5,1.1,0.0,8.0,85.5,0.1,85.4,72.6,9.5,73.1,3.3,14.5
0500000US34035,96.5,90.4,3.2,90.3,2.6,79.9,0.9,3.2,0.0,3.5,93.9,0.2,93.8,86.2,13.7,79.3,3.2,6.1
0500000US34037,95.4,89.1,3.9,88.4,3.0,75.9,0.4,3.4,0.0,4.6,93.2,0.3,92.9,86.2,5.8,84.0,9.0,6.8
0500000US34039,90.9,78.9,3.9,85.0,7.2,65.3,0.4,1.6,0.0,9.1,86.7,0.2,86.6,80.3,8.2,75.3,4.4,13.3
0500000US34041,90.4,79.3,7.4,77.0,4.8,62.5,2.6,1.7,0.1,9.6,86.3,0.3,85.9,75.4,9.2,72.8,6.2,13.7
0500000US35001,92.5,76.4,4.5,85.4,11.5,57.0,0.7,2.0,0.0,7.5,82.3,0.3,82.0,69.4,12.1,67.2,6.0,17.7
0500000US35005,85.7,64.8,6.3,75.2,13.8,53.4,1.5,1.5,0.0,14.3,72.2,0.9,71.3,59.7,14.9,47.3,12.5,27.8
0500000US35013,87.3,67.1,3.5,82.1,14.7,52.5,0.1,2.5,0.0,12.7,69.5,0.2,69.2,61.9,6.7,57.9,6.9,30.5
0500000US35025,90.7,61.5,1.5,86.8,19.6,48.0,1.1,0.9,0.3,9.3,80.5,0.0,80.5,76.9,23.4,53.2,8.1,19.5
0500000US35031,63.4,35.7,3.1,56.6,22.4,27.5,1.5,2.6,0.0,36.6,49.1,2.4,46.7,37.9,17.9,24.6,5.2,50.9
0500000US35035,92.0,79.0,6.7,80.2,6.6,58.6,2.5,0.6,0.0,8.0,82.3,0.6,81.7,75.6,13.8,62.1,5.2,17.7
0500000US35043,89.8,76.6,6.0,80.8,9.9,46.2,0.7,2.7,0.0,10.2,87.4,0.5,86.8,80.5,25.6,56.6,8.1,12.6
0500000US35045,84.6,68.4,6.8,73.6,9.1,57.1,1.8,3.5,0.0,15.4,72.3,0.4,71.9,61.1,14.9,51.7,8.6,27.7
0500000US35049,87.9,76.0,4.5,79.3,7.0,61.9,1.6,3.4,0.1,12.1,83.4,0.3,83.1,71.6,8.1,66.1,10.6,16.6
0500000US35061,88.1,68.6,5.2,79.4,17.6,48.5,0.0,3.0,0.0,11.9,75.3,0.1,75.1,66.2,12.4,57.0,9.5,24.7
0500000US36001,90.7,76.6,5.1,81.9,7.7,63.4,0.9,2.4,0.0,9.3,85.9,0.4,85.5,75.9,9.3,74.2,3.0,14.1
0500000US36005,88.7,61.3,3.1,82.8,17.9,52.7,1.3,2.9,0.0,11.3,78.7,0.2,78.5,71.5,16.2,60.5,2.7,21.3
0500000US36007,91.0,77.3,7.7,78.0,8.2,60.1,1.4,1.7,0.0,9.0,86.2,0.2,86.0,71.3,9.3,74.2,5.3,13.8
0500000US36009,83.5,67.7,6.8,71.4,8.1,54.8,1.7,0.7,0.1,16.5,76.3,0.4,75.9,58.9,15.6,49.0,12.7,23.7
0500000US36011,89.1,72.7,7.3,76.5,9.8,56.7,2.4,1.0,0.0,10.9,81.9,0.3,81.6,72.3,12.9,61.9,8.2,18.1
0500000US36013,86.9,74.8,8.7,71.8,5.3,56.1,1.8,2.9,0.1,13.1,79.9,0.8,79.1,64.9,11.2,64.2,5.0,20.1
0500000US36015,88.7,72.2,5.7,77.0,9.3,57.8,1.3,2.4,0.0,11.3,83.9,0.1,83.8,70.8,15.8,64.2,6.2,16.1
0500000US36019,91.9,81.4,7.8,73.4,6.3,62.7,1.1,1.3,0.0,8.1,86.0,0.6,85.5,69.2,9.1,71.4,5.8,14.0
0500000US36027,93.7,82.2,6.0,84.4,4.7,68.2,1.1,1.7,0.0,6.3,89.3,0.2,89.1,79.9,6.2,81.0,3.6,10.7
0500000US36029,89.6,74.9,6.1,78.8,7.4,61.8,1.5,2.1,0.0,10.4,85.0,0.3,84.7,74.6,12.7,70.3,3.7,15.0
0500000US36045,91.3,76.8,3.6,81.8,7.3,60.8,1.9,2.3,0.1,8.7,85.5,0.2,85.3,76.4,11.4,69.5,6.0,14.5
0500000US36047,89.0,76.5,3.4,83.5,7.9,60.8,0.9,4.2,0.0,11.0,82.8,0.1,82.7,73.5,10.9,70.5,3.2,17.2
0500000US36051,92.1,80.8,6.1,81.4,4.8,62.7,1.7,2.1,0.1,7.9,86.9,0.4,86.4,76.7,10.8,68.2,8.2,13.1
0500000US36053,90.3,77.4,4.6,79.3,8.6,66.2,1.0,2.6,0.2,9.7,86.7,0.2,86.5,73.6,11.9,71.6,4.4,13.3
0500000US36055,91.4,77.5,5.2,81.7,7.1,64.0,1.2,2.6,0.0,8.6,87.0,0.4,86.6,74.6,9.4,75.6,3.5,13.0
0500000US36059,94.4,86.8,4.5,87.0,4.0,69.5,0.8,5.3,0.0,5.6,91.3,0.1,91.2,81.5,7.1,83.1,3.0,8.7
0500000US36061,92.5,83.7,3.1,87.9,5.8,61.6,0.5,3.8,0.0,7.5,87.4,0.1,87.3,80.5,9.1,77.3,2.2,12.6
0500000US36063,88.4,74.5,6.0,77.5,7.8,56.6,1.7,1.9,0.1,11.6,82.4,0.5,81.9,67.9,10.0,69.0,5.0,17.6
0500000US36065,89.3,76.7,4.7,77.4,6.2,65.4,2.6,1.8,0.0,10.7,85.1,0.2,84.9,74.2,10.9,71.5,3.7,14.9
0500000US36067,88.4,77.3,6.5,78.2,6.9,57.1,1.4,2.2,0.0,11.6,80.7,0.2,80.5,64.3,8.1,70.6,3.2,19.3
0500000US36069,92.3,83.8,5.4,83.1,3.1,68.7,0.9,1.2,0.0,7.7,87.9,0.1,87.8,75.5,9.6,75.6,5.9,12.1
0500000US36071,90.6,75.6,5.4,81.1,7.9,62.6,1.5,3.0,0.0,9.4,85.2,0.2,85.0,71.8,8.4,75.4,4.9,14.8
0500000US36075,89.5,76.5,6.1,76.2,6.1,65.2,1.8,1.3,0.0,10.5,86.1,1.0,85.1,73.4,9.8,72.1,4.2,13.9
0500000US36079,94.6,87.2,4.9,84.9,2.8,74.4,2.7,1.9,0.0,5.4,91.7,0.1,91.5,82.6,7.6,82.7,2.1,8.3
0500000US36081,92.3,77.0,3.7,86.1,10.2,57.9,1.0,2.2,0.0,7.7,86.4,0.1,86.3,75.7,14.8,70.1,3.4,13.6
0500000US36083,93.0,79.4,6.9,82.4,7.3,62.5,0.6,2.1,0.1,7.0,89.7,0.8,88.9,76.6,9.0,77.6,3.8,10.3
0500000US36085,91.8,79.7,5.1,82.4,5.8,67.7,1.9,2.5,0.1,8.2,83.7,0.2,83.6,68.7,7.9,73.5,5.1,16.3
0500000US36087,88.9,79.3,5.6,79.2,4.3,65.0,0.6,3.4,0.0,11.1,85.5,0.2,85.3,77.3,8.1,76.3,2.3,14.5
0500000US36089,86.4,71.7,7.3,71.5,7.1,59.4,2.7,6.1,0.0,13.6,81.9,0.4,81.6,64.5,11.4,64.9,6.4,18.1
0500000US36091,94.2,84.6,5.6,83.9,5.7,64.9,1.2,2.4,0.1,5.8,90.1,0.2,89.9,80.6,6.8,81.0,3.0,9.9
0500000US36093,91.3,74.7,6.4,79.7,6.8,64.5,1.5,1.6,0.0,8.7,85.5,0.1,85.4,74.3,8.7,75.2,3.2,14.5
0500000US36101,87.7,74.7,8.0,74.5,7.6,54.3,1.3,1.8,0.0,12.3,82.3,0.4,81.9,64.3,10.4,66.2,6.4,17.7
0500000US36103,94.2,86.4,5.2,85.4,3.6,68.5,0.9,2.5,0.1,5.8,90.9,0.2,90.7,79.2,7.8,81.2,3.9,9.1
0500000US36105,88.7,71.3,7.6,77.5,8.6,60.5,0.8,2.0,0.0,11.3,82.5,0.5,82.0,61.8,5.4,72.6,5.2,17.5
0500000US36109,95.6,86.6,6.3,84.7,2.9,65.5,1.1,2.0,0.2,4.4,86.9,0.2,86.7,76.7,8.9,73.8,5.5,13.1
0500000US36111,93.4,81.0,6.2,82.4,7.0,60.2,1.2,4.4,0.0,6.6,89.2,0.6,88.6,67.4,6.8,79.9,3.9,10.8
0500000US36113,86.9,75.3,9.8,68.2,4.4,60.2,2.7,1.0,0.0,13.1,81.3,0.2,81.1,63.2,6.9,71.4,3.8,18.7
0500000US36117,89.0,74.8,5.2,79.2,6.1,64.3,2.5,2.4,0.0,11.0,84.1,0.4,83.7,75.1,11.7,68.7,4.5,15.9
0500000US36119,93.0,81.4,4.2,85.8,6.2,69.1,0.8,2.8,0.0,7.0,88.6,0.1,88.5,80.6,8.4,78.8,2.9,11.4
0500000US37001,88.7,73.2,4.1,80.7,9.5,57.6,1.6,2.5,0.0,11.3,79.9,0.2,79.7,70.1,10.6,66.5,7.1,20.1
0500000US37019,94.5,81.4,6.0,83.8,5.8,69.3,1.5,1.8,0.0,5.5,92.5,0.0,92.5,81.2,10.7,79.0,4.6,7.5
0500000US37021,88.6,72.8,3.3,81.7,9.8,58.6,1.0,1.9,0.0,11.4,83.2,0.2,82.9,69.9,11.1,68.5,5.0,16.8
0500000US37023,88.1,64.7,7.5,76.2,15.2,50.6,1.9,1.5,0.0,11.9,73.8,0.4,73.4,62.1,11.8,56.2,7.0,26.2
0500000US37025,95.1,84.6,3.8,88.9,5.5,71.6,0.7,1.8,0.0,4.9,92.2,0.3,91.9,83.6,8.6,81.3,6.2,7.8
0500000US37027,86.5,63.3,5.1,76.9,14.5,52.4,1.4,1.2,0.0,13.5,81.7,0.4,81.4,71.6,12.5,63.6,7.1,18.3
0500000US37031,93.2,80.3,4.6,84.5,7.7,64.2,1.9,3.7,0.0,6.8,89.1,0.2,88.9,77.9,11.2,75.9,5.5,10.9
0500000US37035,90.1,73.2,4.8,82.1,10.5,59.7,1.2,1.7,0.0,9.9,84.2,0.3,83.9,75.1,11.5,68.6,8.0,15.8
0500000US37037,91.3,81.2,5.7,81.4,5.0,64.9,0.5,1.0,0.0,8.7,80.0,0.5,79.5,69.8,7.0,68.5,6.7,20.0
0500000US37045,82.2,64.0,6.1,71.7,10.8,48.5,2.3,4.1,0.0,17.8,66.3,0.3,66.0,55.2,9.1,51.0,8.7,33.7
0500000US37049,92.8,77.0,5.0,84.4,9.4,63.8,0.4,5.3,0.0,7.2,86.2,0.1,86.1,80.6,7.4,75.6,6.0,13.8
0500000US37051,91.9,75.6,3.6,85.9,11.2,60.5,0.6,7.2,0.1,8.1,87.8,0.2,87.7,82.8,10.6,74.8,5.2,12.2
0500000US37057,88.9,71.4,5.3,80.4,10.1,55.6,0.8,1.2,0.1,11.1,80.4,0.2,80.2,69.8,9.7,67.6,6.1,19.6
0500000US37063,95.4,83.5,2.7,90.0,9.0,64.0,0.7,8.3,0.0,4.6,89.9,0.1,89.9,84.1,10.8,76.3,7.2,10.1
0500000US37067,91.9,73.1,3.8,84.6,14.2,54.6,1.3,2.7,0.0,8.1,80.6,0.3,80.3,64.6,14.0,64.0,5.0,19.4
