id,Total Pop Enrolled,Percent Total Pop Enrolled,Margin Total Pop,County,State
0500000US34011,27220,73.6,1219,Cumberland County, New Jersey
0500000US34013,137069,65.7,2173,Essex County, New Jersey
0500000US34015,48503,64.5,1211,Gloucester County, New Jersey
0500000US34017,91095,61.1,1928,Hudson County, New Jersey
0500000US34019,20164,71.7,883,Hunterdon County, New Jersey
0500000US34021,57883,61.5,1075,Mercer County, New Jersey
0500000US34023,130757,60.1,1861,Middlesex County, New Jersey
0500000US34025,103124,69.7,1464,Monmouth County, New Jersey
0500000US34027,81991,66.1,1148,Morris County, New Jersey
0500000US34029,103578,70.9,2221,Ocean County, New Jersey
0500000US34031,88989,69.6,1512,Passaic County, New Jersey
0500000US34033,10422,72.3,750,Salem County, New Jersey
0500000US34035,57176,64.6,1337,Somerset County, New Jersey
0500000US34037,21843,67.6,640,Sussex County, New Jersey
0500000US34039,95250,67.7,2071,Union County, New Jersey
0500000US34041,16715,67.1,591,Warren County, New Jersey
0500000US35001,106506,63.2,2648,Bernalillo County, New Mexico
0500000US35005,12754,76.0,512,Chaves County, New Mexico
0500000US35013,39851,61.8,1155,Doña Ana County, New Mexico
0500000US35025,15423,80.2,781,Lea County, New Mexico
0500000US35031,15941,79.3,786,McKinley County, New Mexico
0500000US35035,12988,76.4,1342,Otero County, New Mexico
0500000US35043,26149,73.1,790,Sandoval County, New Mexico
0500000US35045,23920,74.1,1035,San Juan County, New Mexico
0500000US35049,21704,71.3,925,Santa Fe County, New Mexico
0500000US35061,13619,70.6,1287,Valencia County, New Mexico
0500000US36001,42944,52.7,1917,Albany County, New York
0500000US36005,261984,66.6,4142,Bronx County, New York
0500000US36007,27382,56.2,1011,Broome County, New York
0500000US36009,12148,69.4,574,Cattaraugus County, New York
0500000US36011,11129,72.6,564,Cayuga County, New York
0500000US36013,18499,65.9,948,Chautauqua County, New York
0500000US36015,12297,74.0,663,Chemung County, New York
0500000US36019,10820,64.0,396,Clinton County, New York
0500000US36027,42505,60.3,1219,Dutchess County, New York
0500000US36029,136160,63.3,1970,Erie County, New York
0500000US36045,18635,73.9,796,Jefferson County, New York
0500000US36047,414984,65.8,3629,Kings County, New York
0500000US36051,8412,48.3,592,Livingston County, New York
0500000US36053,10220,58.8,542,Madison County, New York
0500000US36055,113849,61.1,1678,Monroe County, New York
0500000US36059,216148,64.3,2816,Nassau County, New York
0500000US36061,159880,50.0,2794,New York County, New York
0500000US36063,31006,69.5,1277,Niagara County, New York
0500000US36065,35466,67.6,1234,Oneida County, New York
0500000US36067,70544,60.7,1510,Onondaga County, New York
0500000US36069,17397,62.9,558,Ontario County, New York
0500000US36071,72967,68.8,1992,Orange County, New York
0500000US36075,18005,63.8,798,Oswego County, New York
0500000US36079,15373,64.4,582,Putnam County, New York
0500000US36081,320527,62.3,2885,Queens County, New York
0500000US36083,22862,58.7,882,Rensselaer County, New York
0500000US36085,74862,67.0,1578,Richmond County, New York
0500000US36087,68592,71.8,1414,Rockland County, New York
0500000US36089,15913,52.9,1004,St. Lawrence County, New York
0500000US36091,34461,68.6,1227,Saratoga County, New York
0500000US36093,25326,68.7,1042,Schenectady County, New York
0500000US36101,15069,76.5,485,Steuben County, New York
0500000US36103,233803,64.8,2811,Suffolk County, New York
0500000US36105,11667,71.3,627,Sullivan County, New York
0500000US36109,10866,26.8,758,Tompkins County, New York
0500000US36111,23841,60.8,906,Ulster County, New York
0500000US36113,8606,70.9,563,Warren County, New York
0500000US36117,14346,73.2,821,Wayne County, New York
0500000US36119,161403,65.8,2128,Westchester County, New York
0500000US37001,28196,69.7,1100,Alamance County, North Carolina
0500000US37019,15473,71.2,1328,Brunswick County, North Carolina
0500000US37021,33857,65.5,1156,Buncombe County, North Carolina
0500000US37023,13543,76.9,737,Burke County, North Carolina
0500000US37025,41530,69.8,1289,Cabarrus County, North Carolina
0500000US37027,11374,72.9,949,Caldwell County, North Carolina
0500000US37031,8906,68.7,838,Carteret County, North Carolina
0500000US37035,26595,70.2,1027,Catawba County, North Carolina
0500000US37037,10874,75.5,1037,Chatham County, North Carolina
0500000US37045,16537,73.9,1219,Cleveland County, North Carolina
0500000US37049,15941,64.3,1028,Craven County, North Carolina
0500000US37051,57157,64.6,1316,Cumberland County, North Carolina
0500000US37057,27599,81.1,1256,Davidson County, North Carolina
0500000US37063,44242,53.1,1413,Durham County, North Carolina
0500000US37067,62660,67.7,1603,Forsyth County, North Carolina
0500000US37069,10579,80.4,646,Franklin County, North Carolina
0500000US37071,37004,73.1,1125,Gaston County, North Carolina
0500000US37081,85844,58.0,2567,Guilford County, North Carolina
0500000US37085,25105,68.8,907,Harnett County, North Carolina
0500000US37089,16929,77.0,947,Henderson County, North Carolina
0500000US37097,31220,76.0,1039,Iredell County, North Carolina
0500000US37101,38571,75.5,1405,Johnston County, North Carolina
0500000US37109,13467,77.5,622,Lincoln County, North Carolina
0500000US37119,184625,67.5,2649,Mecklenburg County, North Carolina
0500000US37125,15105,74.2,1265,Moore County, North Carolina
0500000US37127,15578,73.4,729,Nash County, North Carolina
0500000US37129,32471,54.3,1611,New Hanover County, North Carolina
0500000US37133,31269,66.9,1453,Onslow County, North Carolina
0500000US37135,22285,42.8,1296,Orange County, North Carolina
0500000US37147,26824,43.8,1390,Pitt County, North Carolina
0500000US37151,22696,73.6,988,Randolph County, North Carolina
0500000US37155,23487,70.5,796,Robeson County, North Carolina
0500000US37157,15123,76.8,909,Rockingham County, North Carolina
0500000US37159,26498,73.0,1704,Rowan County, North Carolina
0500000US37161,9712,75.1,771,Rutherford County, North Carolina
0500000US37171,10808,77.1,979,Surry County, North Carolina
0500000US37179,51000,74.8,1290,Union County, North Carolina
0500000US37183,193438,66.0,2577,Wake County, North Carolina
0500000US37191,20979,69.8,888,Wayne County, North Carolina
0500000US37193,9870,75.3,704,Wilkes County, North Carolina
0500000US37195,15283,71.2,1166,Wilson County, North Carolina
0500000US38015,14117,63.5,886,Burleigh County, North Dakota
0500000US38017,27352,52.2,1055,Cass County, North Dakota
0500000US38035,9878,45.7,638,Grand Forks County, North Dakota
0500000US38101,11056,72.3,681,Ward County, North Dakota
0500000US39003,16997,64.0,1069,Allen County, Ohio
0500000US39007,13555,76.9,1601,Ashtabula County, Ohio
0500000US39009,6626,25.3,537,Athens County, Ohio
0500000US39013,10136,74.8,829,Belmont County, Ohio
0500000US39017,66817,63.4,1471,Butler County, Ohio
0500000US39023,22977,72.9,799,Clark County, Ohio
0500000US39025,34675,73.6,1009,Clermont County, Ohio
0500000US39029,15748,71.9,609,Columbiana County, Ohio
0500000US39035,191023,66.6,2439,Cuyahoga County, Ohio
0500000US39041,42071,75.7,1232,Delaware County, Ohio
0500000US39043,10322,73.9,809,Erie County, Ohio
0500000US39045,27825,72.7,1660,Fairfield County, Ohio
0500000US39049,211402,62.7,2474,Franklin County, Ohio
0500000US39055,15488,77.0,914,Geauga County, Ohio
0500000US39057,25477,54.1,936,Greene County, Ohio
0500000US39061,134707,64.4,2600,Hamilton County, Ohio
0500000US39063,12160,65.0,722,Hancock County, Ohio
0500000US39081,9381,69.4,470,Jefferson County, Ohio
0500000US39085,35515,72.0,946,Lake County, Ohio
0500000US39089,30248,70.3,874,Licking County, Ohio
0500000US39093,48962,67.9,1739,Lorain County, Ohio
0500000US39095,70742,68.1,2262,Lucas County, Ohio
0500000US39099,35023,69.0,1354,Mahoning County, Ohio
0500000US39101,10296,71.2,781,Marion County, Ohio
0500000US39103,27321,69.2,1909,Medina County, Ohio
0500000US39109,17784,68.3,1081,Miami County, Ohio
0500000US39113,85339,66.7,1695,Montgomery County, Ohio
0500000US39119,14137,72.9,445,Muskingum County, Ohio
0500000US39133,21633,49.8,1101,Portage County, Ohio
0500000US39139,18110,72.9,1349,Richland County, Ohio
0500000US39141,12068,76.8,923,Ross County, Ohio
0500000US39145,13053,80.2,525,Scioto County, Ohio
0500000US39151,59157,71.3,1527,Stark County, Ohio
0500000US39153,83343,65.7,1608,Summit County, Ohio
0500000US39155,30026,80.0,917,Trumbull County, Ohio
0500000US39157,14716,80.6,1052,Tuscarawas County, Ohio
0500000US39165,43613,73.3,1293,Warren County, Ohio
0500000US39169,19802,69.9,815,Wayne County, Ohio
0500000US39173,19523,50.4,723,Wood County, Ohio
0500000US40017,28035,72.9,946,Canadian County, Oklahoma
0500000US40027,44897,53.5,1353,Cleveland County, Oklahoma
0500000US40031,20801,65.7,729,Comanche County, Oklahoma
0500000US40037,12695,81.0,452,Creek County, Oklahoma
0500000US40101,11582,68.9,676,Muskogee County, Oklahoma
0500000US40109,143347,69.7,2088,Oklahoma County, Oklahoma
0500000US40119,11457,34.9,914,Payne County, Oklahoma
0500000US40125,12907,67.1,508,Pottawatomie County, Oklahoma
0500000US40131,16889,76.5,574,Rogers County, Oklahoma
0500000US40143,117919,70.9,1555,Tulsa County, Oklahoma
0500000US40145,14739,78.0,489,Wagoner County, Oklahoma
0500000US41003,11323,35.0,782,Benton County, Oregon
0500000US41005,67232,71.7,1220,Clackamas County, Oregon
0500000US41017,27357,73.5,2109,Deschutes County, Oregon
0500000US41019,15761,71.8,1038,Douglas County, Oregon
0500000US41029,32178,70.9,1343,Jackson County, Oregon
0500000US41033,12710,70.6,950,Josephine County, Oregon
0500000US41035,11126,71.2,780,Klamath County, Oregon
0500000US41039,52566,57.4,1436,Lane County, Oregon
0500000US41043,20397,72.4,1212,Linn County, Oregon
0500000US41047,64212,74.0,1997,Marion County, Oregon
0500000US41051,107194,59.0,1925,Multnomah County, Oregon
0500000US41053,14531,68.3,844,Polk County, Oregon
0500000US41059,15267,75.2,733,Umatilla County, Oregon
0500000US41067,100164,68.8,1680,Washington County, Oregon
0500000US41071,17893,67.1,1043,Yamhill County, Oregon
0500000US42001,15538,66.5,662,Adams County, Pennsylvania
0500000US42003,163857,60.6,1831,Allegheny County, Pennsylvania
0500000US42005,9440,79.3,455,Armstrong County, Pennsylvania
0500000US42007,22270,71.4,790,Beaver County, Pennsylvania
0500000US42011,70247,68.6,1281,Berks County, Pennsylvania
0500000US42013,18099,68.2,820,Blair County, Pennsylvania
0500000US42017,99609,72.3,2037,Bucks County, Pennsylvania
0500000US42019,28045,66.3,896,Butler County, Pennsylvania
0500000US42021,18990,68.8,406,Cambria County, Pennsylvania
0500000US42025,9484,80.2,451,Carbon County, Pennsylvania
0500000US42027,17262,29.2,916,Centre County, Pennsylvania
0500000US42029,88963,68.1,1696,Chester County, Pennsylvania
0500000US42033,10591,74.9,451,Clearfield County, Pennsylvania
0500000US42037,8151,47.6,360,Columbia County, Pennsylvania
0500000US42039,12957,75.8,453,Crawford County, Pennsylvania
0500000US42041,36747,60.9,1068,Cumberland County, Pennsylvania
0500000US42043,44180,68.8,1465,Dauphin County, Pennsylvania
0500000US42045,90140,61.9,1619,Delaware County, Pennsylvania
0500000US42049,42496,65.3,1262,Erie County, Pennsylvania
0500000US42051,17902,73.3,533,Fayette County, Pennsylvania
0500000US42055,24047,73.8,1232,Franklin County, Pennsylvania
0500000US42063,10304,45.4,738,Indiana County, Pennsylvania
0500000US42069,32175,68.2,888,Lackawanna County, Pennsylvania
0500000US42071,85722,72.4,2384,Lancaster County, Pennsylvania
0500000US42073,12401,70.6,395,Lawrence County, Pennsylvania
0500000US42075,24022,76.4,991,Lebanon County, Pennsylvania
0500000US42077,61220,70.5,1302,Lehigh County, Pennsylvania
0500000US42079,48012,69.5,1126,Luzerne County, Pennsylvania
0500000US42081,16807,65.3,887,Lycoming County, Pennsylvania
0500000US42085,15563,65.8,813,Mercer County, Pennsylvania
0500000US42089,26411,69.6,1292,Monroe County, Pennsylvania
0500000US42091,133700,67.4,1904,Montgomery County, Pennsylvania
0500000US42095,45794,61.8,1210,Northampton County, Pennsylvania
0500000US42097,12569,80.4,695,Northumberland County, Pennsylvania
0500000US42101,240666,60.1,4109,Philadelphia County, Pennsylvania
0500000US42107,22254,77.5,695,Schuylkill County, Pennsylvania
0500000US42111,9515,76.8,535,Somerset County, Pennsylvania
0500000US42125,30511,71.9,1217,Washington County, Pennsylvania
0500000US42129,49083,70.1,1249,Westmoreland County, Pennsylvania
0500000US42133,73528,73.5,1135,York County, Pennsylvania
0500000US44003,24560,70.1,1010,Kent County, Rhode Island
0500000US44005,10618,59.8,791,Newport County, Rhode Island
0500000US44007,91717,61.8,2029,Providence County, Rhode Island
0500000US44009,15253,48.4,1199,Washington County, Rhode Island
0500000US45003,25246,70.5,1785,Aiken County, South Carolina
0500000US45007,33545,70.6,1272,Anderson County, South Carolina
0500000US45013,23736,67.5,1794,Beaufort County, South Carolina
0500000US45015,37515,68.6,1235,Berkeley County, South Carolina
0500000US45019,58228,63.6,1623,Charleston County, South Carolina
0500000US45031,12301,73.5,981,Darlington County, South Carolina
0500000US45035,30256,76.0,1466,Dorchester County, South Carolina
0500000US45041,25140,71.9,1144,Florence County, South Carolina
0500000US45045,87252,69.4,1666,Greenville County, South Carolina
0500000US45047,11316,70.3,896,Greenwood County, South Carolina
0500000US45051,47712,71.4,2046,Horry County, South Carolina
0500000US45055,11532,69.5,1078,Kershaw County, South Carolina
0500000US45057,15108,70.9,954,Lancaster County, South Carolina
0500000US45059,11392,74.7,551,Laurens County, South Carolina
0500000US45063,52634,75.5,1120,Lexington County, South Carolina
0500000US45073,12221,69.4,416,Oconee County, South Carolina
0500000US45075,14778,70.8,772,Orangeburg County, South Carolina
0500000US45077,17535,46.5,1091,Pickens County, South Carolina
0500000US45079,63387,54.3,2690,Richland County, South Carolina
0500000US45083,55527,72.0,1707,Spartanburg County, South Carolina
0500000US45085,18640,66.8,1200,Sumter County, South Carolina
0500000US45091,49906,72.3,1004,York County, South Carolina
0500000US46099,33479,71.0,1212,Minnehaha County, South Dakota
0500000US46103,17704,68.2,799,Pennington County, South Dakota
0500000US47001,12738,78.6,832,Anderson County, Tennessee
0500000US47009,19646,73.6,895,Blount County, Tennessee
0500000US47011,17458,65.9,1151,Bradley County, Tennessee
0500000US47037,96773,61.2,2039,Davidson County, Tennessee
0500000US47059,10180,72.7,626,Greene County, Tennessee
0500000US47065,54724,64.3,1468,Hamilton County, Tennessee
0500000US47093,72742,58.1,1478,Knox County, Tennessee
0500000US47113,14922,63.0,614,Madison County, Tennessee
0500000US47119,16248,79.2,914,Maury County, Tennessee
0500000US47125,36386,66.6,1355,Montgomery County, Tennessee
0500000US47141,11782,54.9,682,Putnam County, Tennessee
0500000US47147,12061,75.4,538,Robertson County, Tennessee
0500000US47149,59039,65.5,1560,Rutherford County, Tennessee
0500000US47155,14728,82.1,1022,Sevier County, Tennessee
0500000US47157,166010,68.9,2543,Shelby County, Tennessee
0500000US47163,22536,71.8,928,Sullivan County, Tennessee
0500000US47165,31904,75.9,815,Sumner County, Tennessee
0500000US47179,17519,56.4,919,Washington County, Tennessee
0500000US47187,51375,78.3,1271,Williamson County, Tennessee
0500000US47189,25629,74.2,1362,Wilson County, Tennessee
0500000US48005,16922,79.8,690,Angelina County, Texas
0500000US48021,16931,86.2,1063,Bastrop County, Texas
0500000US48027,68248,67.9,1727,Bell County, Texas
0500000US48029,364338,67.3,4374,Bexar County, Texas
0500000US48037,17112,77.8,967,Bowie County, Texas
0500000US48039,69929,67.3,1985,Brazoria County, Texas
0500000US48041,33814,34.8,1359,Brazos County, Texas
0500000US48061,91330,76.0,2725,Cameron County, Texas
0500000US48085,197872,69.5,3020,Collin County, Texas
0500000US48091,23768,73.6,1194,Comal County, Texas
0500000US48099,13561,67.2,759,Coryell County, Texas
0500000US48113,495329,72.4,4605,Dallas County, Texas
0500000US48121,158153,65.1,2240,Denton County, Texas
0500000US48135,34688,78.6,1734,Ector County, Texas
0500000US48139,36547,75.9,1204,Ellis County, Texas
0500000US48141,166301,65.7,3292,El Paso County, Texas
0500000US48157,163428,70.5,3056,Fort Bend County, Texas
0500000US48167,61339,69.5,1537,Galveston County, Texas
0500000US48181,22083,67.3,1095,Grayson County, Texas
0500000US48183,22428,75.8,1114,Gregg County, Texas
0500000US48187,31551,74.4,1350,Guadalupe County, Texas
0500000US48201,904746,70.2,6803,Harris County, Texas
0500000US48203,14101,82.2,1112,Harrison County, Texas
0500000US48209,35445,50.8,1810,Hays County, Texas
0500000US48213,12213,79.3,1313,Henderson County, Texas
0500000US48215,210069,76.4,2980,Hidalgo County, Texas
0500000US48231,17304,71.4,879,Hunt County, Texas
0500000US48245,45549,72.7,1314,Jefferson County, Texas
0500000US48251,26638,78.4,2164,Johnson County, Texas
0500000US48257,26005,82.0,993,Kaufman County, Texas
0500000US48291,17169,81.0,1348,Liberty County, Texas
0500000US48303,51821,49.9,1805,Lubbock County, Texas
0500000US48309,45176,60.5,1181,McLennan County, Texas
0500000US48329,33645,69.4,1407,Midland County, Texas
0500000US48339,118103,73.7,2282,Montgomery County, Texas
0500000US48347,12002,52.0,1106,Nacogdoches County, Texas
0500000US48355,63443,70.4,1965,Nueces County, Texas
0500000US48361,14143,73.1,1288,Orange County, Texas
0500000US48367,26089,78.1,1117,Parker County, Texas
0500000US48375,22689,69.7,1401,Potter County, Texas
0500000US48381,24593,72.6,1006,Randall County, Texas
0500000US48397,21342,81.0,1397,Rockwall County, Texas
0500000US48409,12830,76.9,626,San Patricio County, Texas
0500000US48423,41004,67.8,1257,Smith County, Texas
0500000US48439,402462,71.5,4222,Tarrant County, Texas
0500000US48441,23737,60.7,1155,Taylor County, Texas
0500000US48451,20507,65.9,805,Tom Green County, Texas
0500000US48453,195263,61.7,3761,Travis County, Texas
0500000US48469,17610,76.4,718,Victoria County, Texas
0500000US48471,8045,38.3,979,Walker County, Texas
0500000US48479,68141,75.9,1885,Webb County, Texas
0500000US48485,20294,63.9,1006,Wichita County, Texas
0500000US48491,109219,73.3,1688,Williamson County, Texas
0500000US48497,12816,75.1,659,Wise County, Texas
0500000US49005,27848,57.6,982,Cache County, Utah
0500000US49011,81700,71.7,1962,Davis County, Utah
0500000US49035,227669,67.4,2812,Salt Lake County, Utah
0500000US49045,17644,81.1,830,Tooele County, Utah
0500000US49049,149129,61.0,2312,Utah County, Utah
0500000US49053,33551,72.9,1735,Washington County, Utah
0500000US49057,53467,73.0,1290,Weber County, Utah
0500000US50007,22144,48.0,1327,Chittenden County, Vermont
0500000US51003,15025,49.8,1145,Albemarle County, Virginia
0500000US51013,27593,57.2,1266,Arlington County, Virginia
0500000US51015,10727,76.6,448,Augusta County, Virginia
0500000US51019,12209,75.8,757,Bedford County, Virginia
0500000US51041,62194,72.0,1625,Chesterfield County, Virginia
0500000US51059,200431,65.5,2062,Fairfax County, Virginia
0500000US51061,12231,70.8,827,Fauquier County, Virginia
0500000US51069,16383,79.3,875,Frederick County, Virginia
0500000US51085,19411,70.2,627,Hanover County, Virginia
0500000US51087,56113,70.4,1577,Henrico County, Virginia
0500000US51095,12362,70.4,913,James City County, Virginia
0500000US51107,86128,71.6,1732,Loudoun County, Virginia
0500000US51121,10329,25.5,988,Montgomery County, Virginia
0500000US51153,94197,71.5,1515,Prince William County, Virginia
0500000US51161,14294,72.0,910,Roanoke County, Virginia
0500000US51165,13313,68.2,663,Rockingham County, Virginia
0500000US51177,25577,74.7,982,Spotsylvania County, Virginia
0500000US51179,29699,68.5,1077,Stafford County, Virginia
0500000US51199,12920,69.6,731,York County, Virginia
0500000US51510,19549,59.8,1063,Alexandria city, Virginia
0500000US51550,43111,66.6,1432,Chesapeake city, Virginia
0500000US51650,20090,60.9,993,Hampton city, Virginia
0500000US51680,10458,34.6,522,Lynchburg city, Virginia
0500000US51700,27937,60.7,927,Newport News city, Virginia
0500000US51710,31649,50.7,860,Norfolk city, Virginia
0500000US51740,14604,70.7,1085,Portsmouth city, Virginia
0500000US51760,26158,46.4,1087,Richmond city, Virginia
0500000US51770,15195,73.6,923,Roanoke city, Virginia
0500000US51800,16453,72.4,738,Suffolk city, Virginia
0500000US51810,71515,63.8,1434,Virginia Beach city, Virginia
0500000US53005,39507,77.5,1523,Benton County, Washington
0500000US53007,12927,76.5,641,Chelan County, Washington
0500000US53009,10080,74.3,657,Clallam County, Washington
0500000US53011,84514,73.8,1859,Clark County, Washington
0500000US53015,17868,72.4,712,Cowlitz County, Washington
0500000US53021,23098,79.1,1435,Franklin County, Washington
0500000US53025,21084,79.3,799,Grant County, Washington
0500000US53027,11978,78.3,807,Grays Harbor County, Washington
0500000US53029,9576,63.5,894,Island County, Washington
0500000US53033,318534,61.5,4229,King County, Washington
0500000US53035,39070,69.1,852,Kitsap County, Washington
0500000US53041,11948,69.3,633,Lewis County, Washington
0500000US53045,9029,69.1,1197,Mason County, Washington
0500000US53053,149133,70.1,2435,Pierce County, Washington
0500000US53057,20849,77.3,662,Skagit County, Washington
0500000US53061,128576,68.6,2210,Snohomish County, Washington
0500000US53063,81626,65.7,1727,Spokane County, Washington
0500000US53067,45427,68.5,1343,Thurston County, Washington
0500000US53073,31798,54.7,1288,Whatcom County, Washington
0500000US53077,54107,79.6,1206,Yakima County, Washington
0500000US54003,20326,75.0,1217,Berkeley County, West Virginia
0500000US54011,12917,50.9,1139,Cabell County, West Virginia
0500000US54033,11050,82.9,814,Harrison County, West Virginia
0500000US54039,23875,73.3,1087,Kanawha County, West Virginia
0500000US54061,12462,34.4,674,Monongalia County, West Virginia
0500000US54081,10113,70.8,908,Raleigh County, West Virginia
0500000US54107,12752,77.0,675,Wood County, West Virginia
0500000US55009,45427,69.4,1187,Brown County, Wisconsin
0500000US55025,78537,51.3,1488,Dane County, Wisconsin
0500000US55027,13572,80.3,637,Dodge County, Wisconsin
0500000US55035,14631,46.0,802,Eau Claire County, Wisconsin
0500000US55039,15283,69.1,780,Fond du Lac County, Wisconsin
0500000US55055,13957,66.0,493,Jefferson County, Wisconsin
0500000US55059,30105,69.4,1317,Kenosha County, Wisconsin
0500000US55063,17323,54.1,605,La Crosse County, Wisconsin
0500000US55071,12126,76.7,433,Manitowoc County, Wisconsin
0500000US55073,23117,76.1,644,Marathon County, Wisconsin
0500000US55079,169549,69.5,2263,Milwaukee County, Wisconsin
0500000US55087,32095,73.1,1234,Outagamie County, Wisconsin
0500000US55089,13823,66.0,622,Ozaukee County, Wisconsin
0500000US55097,9925,54.8,580,Portage County, Wisconsin
0500000US55101,34266,71.5,1156,Racine County, Wisconsin
0500000US55105,28254,74.8,781,Rock County, Wisconsin
0500000US55109,17014,75.7,668,St. Croix County, Wisconsin
0500000US55117,19839,72.1,906,Sheboygan County, Wisconsin
0500000US55127,16080,59.1,514,Walworth County, Wisconsin
0500000US55131,22019,72.7,887,Washington County, Wisconsin
0500000US55133,66577,69.8,1072,Waukesha County, Wisconsin
0500000US55139,25205,61.7,856,Winnebago County, Wisconsin
0500000US55141,11256,76.1,557,Wood County, Wisconsin
0500000US56021,16743,72.8,724,Laramie County, Wyoming
0500000US56025,13667,74.0,662,Natrona County, Wyoming
0500000US72013,11295,65.6,447,Arecibo Municipio, Puerto Rico
0500000US72021,22826,58.4,763,Bayamón Municipio, Puerto Rico
0500000US72025,18197,59.1,591,Caguas Municipio, Puerto Rico
0500000US72031,20870,60.7,616,Carolina Municipio, Puerto Rico
0500000US72061,11227,62.5,706,Guaynabo Municipio, Puerto Rico
0500000US72097,9447,44.0,449,Mayagüez Municipio, Puerto Rico
0500000US72113,19965,60.8,956,Ponce Municipio, Puerto Rico
0500000US72127,44217,56.6,1358,San Juan Municipio, Puerto Rico
0500000US72135,12180,70.4,1268,Toa Alta Municipio, Puerto Rico
0500000US72137,11050,63.9,541,Toa Baja Municipio, Puerto Rico
0500000US72139,9634,60.7,613,Trujillo Alto Municipio, Puerto Rico
